Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OP180953,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Wang,Y., Garcia,A.B., Mattingly,H.E., Taylor,T., Mishra,P.J.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-08-09,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,OKPHL0019678,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29747,partial,,,,"USA: Oklahoma, Lone Grove",USA,OK,Homo sapiens,,2022-01-12,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OKPHL0019678/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
ON740001,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR19722148,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-06-12,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,OH-CDC-QDX37390920,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29724,partial,,,,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-05-24,SAMN28991956,PRJNA716985,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH-CDC-QDX37390920/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OV855960,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,2022-02-13,AY.43,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Denmark:Hovedstaden,Denmark,,Homo sapiens,,2021-11-21,SAMEA12923628,PRJEB49401,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY652646,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"Suite 2, The Newnham Building, Chesterford Research Park, CB10 1XL",,2023-08-02,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29778,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-02-11,SAMEA113340532,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OR193320,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Novack,A., Byrum,S.D., Bird,J.T., Thurman,T.J., Kennedy,J.L.","University of Arkansas for Medical Sciences, Department of Biomedical Informatics",USA,2023-06-27,AY.25,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,B010848,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29852,complete,,,,USA: AR,USA,AR,Homo sapiens,oronasopharynx,2021-09-12,SAMN35989644,PRJNA765540,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/B010848/2021, complete genome"
OX889362,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-19,BA.2.39,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-04-18,SAMEA113048443,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OK616179,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR16543895,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-10-25,AY.44,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,CA-CDC-FG-150252,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29800,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-10-13,SAMN22515547,PRJNA731152,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-150252/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OX355203,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR10365309,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-10-26,BA.5.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2022-09-18,SAMEA111466847,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV831731,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8410135,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-02-09,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2022-01-25,SAMEA12819389,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OP924631,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR22466669,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-11-30,BE.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,UT-UPHL-221115162599,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29743,partial,,,,USA,USA,,Homo sapiens,,2022-08-29,SAMN31944972,PRJNA614995,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-221115162599/2022 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; and ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ929688,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR15616984,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons, Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-08-26,AY.39,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,KY-CDC-QDX27691313,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29754,partial,,,,USA: Kentucky,USA,KY,Homo sapiens,oronasopharynx,2021-08-09,SAMN20981036,PRJNA716985,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/KY-CDC-QDX27691313/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OM898760,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Roychoudhury,P., Bakhash,S.M., Wendm,S.T., Ellis,S.E., Jerome,K.R., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2022-03-02,P.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,UW21051858277,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29531,partial,,,,USA,USA,,Homo sapiens,,2021-05-18,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UW21051858277/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OY251271,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2023-07-05,BA.5.3.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29814,partial,,,,Germany:Europe/Germany/Saxony,Germany,,Homo sapiens,,2022-06-25,SAMEA113847375,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV874675,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8500875,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-02-11,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-01-28,SAMEA12901216,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
PQ032759,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR29835701,"Garfin,J., Plumb,M., Pung,K., Namugenyi,S., Mondelli,A., Weber,B., Kunerth,H.D., Evans,D., Bohnker-Voels,L., Wang,X.","Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab",USA,2024-07-15,KP.2.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,MN-MDH-41868,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29718,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2024-06-24,SAMN42500569,PRJNA628662,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-41868/2024 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ321482,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-06-01,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,MA-CDC-QDX24941150,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29763,complete,,,,USA: Massachusetts,USA,MA,Homo sapiens,oronasopharynx,2021-05-10,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-CDC-QDX24941150/2021, complete genome"
OY078192,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2023-06-24,BA.5.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29840,partial,,,,Germany:Europe/Germany/Saarland,Germany,,Homo sapiens,,2022-07-12,SAMEA113680869,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY772904,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,2023-11-16,BA.5.11,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29845,partial,,,,Denmark:Hovedstaden,Denmark,,Homo sapiens,,2022-09-15,SAMEA114620344,PRJEB49401,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY385020,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,Edinburgh,United Kingdom,2023-07-20,BA.2.23,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2022-04-30,SAMEA113211818,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OM660238,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR19817919,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-02-12,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,CO-CDC-MMB13825905,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29785,partial,,,,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,2022-01-24,SAMN25874069,PRJNA738870,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-CDC-MMB13825905/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OB981940,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR4789822,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-04-20,B.1.177,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-10-16,SAMEA7514579,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OR217309,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR26498190,"Scribner,M.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2023-06-30,BN.1.5,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-FS48100742,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29783,partial,,,,USA,USA,,Homo sapiens,,2022-12-04,SAMN36075994,PRJNA750736,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-FS48100742/2022 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a) and envelope protein (E) genes, complete cds; membrane glycoprotein (M) gene, partial cds; and ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OY196488,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2023-06-30,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29839,partial,,,,Germany:Europe/Germany/Hamburg,Germany,,Homo sapiens,,2022-04-22,SAMEA113803357,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU168972,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Jonsson,H.","DECODE GENETICS, St",Iceland,2021-06-16,B.1.177,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,6538,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29902,partial,,,,Iceland,Iceland,,Homo sapiens,,2020-12-15,SAMEA8761625,PRJEB44803,"Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/6538/2020 genome assembly, chromosome: hCoV-19_Iceland_6538_2020"
OX697515,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-18,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-21,SAMEA113103288,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OX506364,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR7305469,,"Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl",,2023-05-01,AY.5,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,2021-10-25,SAMEA10949287,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
MZ165992,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Fink,L.","Virginia Division of Consolidated Laboratory Services Sequencing Submission Group, Department of General Services Division of Consolidated Laboratory Services",USA,2021-05-12,R.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,VA-DCLS-4143,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29811,partial,,,,USA: Virginia,USA,VA,Homo sapiens,,2021-03,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-4143/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OV686967,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8042397,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-01-21,BA.1.17.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-01-06,SAMEA12355580,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX979607,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR7208144,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-22,B.1.617.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29902,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-10-21,SAMEA10573403,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OW680623,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9648531,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-05-02,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-04-18,SAMEA14251078,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
